"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Taok3",8.62123108411631e-107,0.0638079010423455,0.475,0.172,4.51123158938554e-102
"Ankrd40",1.05646775672401e-106,0.0989949665251353,0.352,0.103,5.52817883060973e-102
"Smim13",1.09769608280707e-106,0.0955440246033195,0.352,0.102,5.74391429250457e-102
"Cnpy1",1.14178571737566e-106,-1.30306195349704,0.136,0.276,5.97462212331163e-102
"Cibar1",1.19940514806349e-106,0.000749233762875501,0.431,0.146,6.27612731827181e-102
"Taf1",1.47392497009269e-106,0.072685803050401,0.419,0.141,7.712607191004e-102
"Myo5a",1.55278777503227e-106,0.118490085984502,0.677,0.292,8.12527259041136e-102
"Tmem53",1.64618186908222e-106,0.0992421024574535,0.276,0.059,8.61397586634652e-102
"Bfsp2",1.66011691104082e-106,0.321429206369961,0.328,0.094,8.68689376040329e-102
"Ociad1",2.78745337708874e-106,0.154891517244417,0.82,0.403,1.45859072862922e-101
"Usf3",2.90288950249542e-106,0.0741692657476348,0.4,0.131,1.51899498997078e-101
"Dusp28",3.07125441918712e-106,0.140806521034532,0.213,0.026,1.60709529992804e-101
"Wdr74",3.09409527477951e-106,0.15035294632394,0.218,0.029,1.61904723443387e-101
"Sdc2",3.37758539112228e-106,0.0907677437864403,0.721,0.321,1.76738910761255e-101
"Mtarc2",3.92351310214167e-106,0.110170775893116,0.777,0.357,2.05305670095767e-101
"Prpsap2",4.4587934157505e-106,0.119838113408407,0.273,0.059,2.33315283065977e-101
"Nsun3",4.89293432619067e-106,0.109424422263711,0.279,0.062,2.56032574486579e-101
"Ebp",9.12665814855498e-106,0.0501648199958846,0.584,0.233,4.77570640939437e-101
"Cisd2",1.03874657537742e-105,0.036144134082789,0.523,0.198,5.43544920497744e-101
"Wtap",1.1705623387984e-105,0.058695318100662,0.664,0.285,6.1252015502304e-101
"Ecsit",1.19015864885441e-105,0.0585965470665419,0.341,0.096,6.22774316186048e-101
"Cdipt",1.47379230155307e-105,0.0719143002544277,0.581,0.235,7.71191297633674e-101
"Ing2",1.48996928590498e-105,0.169398699762882,0.228,0.035,7.796562282355e-101
"Nadk",1.68105792014171e-105,0.10558498171126,0.318,0.084,8.79647177872554e-101
"Zc3h13",1.68966276636611e-105,0.08866840039172,0.686,0.3,8.84149835756395e-101
"Gtf3a",1.8666671091992e-105,0.146010543763927,0.217,0.029,9.76770898230668e-101
"Glrx2",2.0136677973506e-105,0.00584256575191955,0.509,0.19,1.05369194831965e-100
"Ptrhd1",2.2099822815845e-105,0.172788332134778,0.205,0.023,1.15641742848472e-100
"Ccdc43",2.22926248331787e-105,0.1733866374556,0.249,0.047,1.16650617964574e-100
"Nelfb",2.24848257763917e-105,0.0118167870273658,0.368,0.111,1.17656347840125e-100
"Pls3",2.55204436719622e-105,0.148849383792109,0.268,0.057,1.33540825602276e-100
"Fetub",2.60120665914442e-105,0.235237354338877,0.996,0.802,1.3611334085305e-100
"Rtn1",3.20641082301834e-105,0.0583349556583412,0.897,0.475,1.67781859136081e-100
"Parl",3.21287891053212e-105,0.0126937061119256,0.386,0.12,1.68120314751414e-100
"N6amt1",3.21294938215226e-105,0.0637213208729733,0.369,0.112,1.68124002319881e-100
"Cenpq",3.36999716359741e-105,0.138168211764762,0.285,0.067,1.76341841579562e-100
"Stk40",3.37983674344199e-105,0.0523177756376241,0.426,0.145,1.76856717274089e-100
"Smarcc2",3.47771043296836e-105,0.0513650373836529,0.669,0.287,1.81978153825935e-100
"Zfand1",4.22150471841852e-105,0.108893184173953,0.281,0.063,2.20898677400686e-100
"Shisa5",4.23508130030703e-105,0.0577108865295777,0.443,0.155,2.21609099201166e-100
"1600012H06Rik",4.27567737327152e-105,0.0477594730631968,0.444,0.153,2.23733369911179e-100
"Larp7",4.82162936587399e-105,0.137104333764512,0.263,0.054,2.52301399828088e-100
"Pbrm1",5.02839386542898e-105,0.146557203776885,0.706,0.313,2.63120765796302e-100
"Zfand6",5.8641578495448e-105,0.0259438555786338,0.414,0.138,3.06853787793131e-100
"Ccnc",6.1100232891071e-105,0.0104907696537759,0.521,0.197,3.19719188649107e-100
"Ctsa",6.27785103359763e-105,0.0513475380196354,0.585,0.236,3.28501111035063e-100
"Hadha",6.81005269579658e-105,0.0595257718643007,0.372,0.115,3.56349627412948e-100
"Tsen34",7.39553318777653e-105,0.178782842201302,0.207,0.025,3.86986065116782e-100
"Prpf6",7.57220534515404e-105,0.0797106603539512,0.399,0.131,3.96230789095875e-100
"Stau1",8.71227975575382e-105,0.0994941552363138,0.317,0.085,4.5588746277933e-100
"BC049352",9.57472537477454e-105,0.233728160285091,0.743,0.355,5.01016654685827e-100
"Dyrk3",1.01268386936766e-104,0.118571815033257,0.273,0.06,5.29907088324017e-100
"Rassf4",1.0266787727466e-104,0.113237507696897,0.657,0.28,5.37230201415115e-100
"Prpf38a",1.24642235888997e-104,0.0742787146824252,0.281,0.063,6.52215427736356e-100
"Atf6b",1.39027075884522e-104,0.0209286253933558,0.458,0.163,7.27486979980939e-100
"Glyr1",1.85923447121342e-104,0.046527335659784,0.631,0.264,9.72881621751847e-100
"Ilf3",1.9052577545199e-104,-0.00785967850629632,0.459,0.164,9.9696422520763e-100
"Tnip1",1.90592182016434e-104,0.140984198853376,0.277,0.063,9.97311710837395e-100
"Tst",2.07294568027186e-104,0.137498834199224,0.248,0.046,1.08471028611585e-99
"9330151L19Rik",2.18929339449321e-104,0.081900422712671,0.31,0.08,1.14559155453646e-99
"Tm7sf3",2.37579854272791e-104,0.0593067580046137,0.437,0.151,1.24318410345324e-99
"Psmd3",2.42853456019178e-104,0.0382241928790854,0.465,0.169,1.27077927931155e-99
"Cst3",2.76164946433971e-104,0.090877439683922,0.784,0.376,1.44508831520504e-99
"Acot2",2.80522573582575e-104,0.182259204922294,0.217,0.03,1.46789047078554e-99
"Ssr2",2.90695085665186e-104,0.0472108375356209,0.482,0.176,1.52112017476022e-99
"Paxx",3.84319849671837e-104,0.122465120505889,0.258,0.052,2.01103047737782e-99
"Rbm10",4.21273638800124e-104,0.0202407158726138,0.394,0.128,2.20439856974941e-99
"Dnaja3",4.29560000513544e-104,0.0758158053000666,0.326,0.089,2.24775861468722e-99
"Stk24",5.40007437079273e-104,0.0410655692966707,0.55,0.216,2.82569691600471e-99
"Wdr7",5.79593080632179e-104,0.0457581027597548,0.465,0.169,3.03283671302401e-99
"Nptx2",7.66752873622691e-104,0.126874135962222,0.368,0.115,4.01218776180545e-99
"Cluap1",8.67165640653184e-104,0.12231312895669,0.237,0.041,4.53761764784592e-99
"Trim28",9.09192065310534e-104,0.0883716598700812,0.279,0.063,4.75752932015043e-99
"Racgap1",9.30537218325242e-104,0.0274493568605313,0.442,0.155,4.8692221023305e-99
"Gm20531",1.1547074564219e-103,0.15208217405047,0.285,0.068,6.04223770721888e-99
"Wrap73",1.20272893281613e-103,0.0355437913075675,0.45,0.16,6.29351968674695e-99
"Rab14",1.2854647596018e-103,0.215678853087519,0.828,0.416,6.72645144756836e-99
"Arfip2",1.29230982916655e-103,0.0553135738382101,0.335,0.094,6.7622696430798e-99
"Ctcf",1.30533866381116e-103,-0.00802867763312221,0.495,0.184,6.83044562612468e-99
"Tmub2",1.68203366245701e-103,0.0473167650869216,0.335,0.095,8.80157754553877e-99
"Mlf1",1.81269494518052e-103,0.114130778745718,0.226,0.035,9.48528883964613e-99
"Srrm2",1.81622195211708e-103,-0.596949021147658,0.979,0.915,9.50374460884303e-99
"Magee1",1.86897884202498e-103,0.148580298210859,0.273,0.062,9.77980558666414e-99
"Rsph9",1.88937024601541e-103,0.150426565486849,0.749,0.354,9.88650768632481e-99
"Rps7-ps3",2.33945192920864e-103,0.161315346008623,0.189,0.016,1.224165010997e-98
"Fbxo3",3.04106018728112e-103,0.0695807472470127,0.308,0.08,1.59129556419859e-98
"Sgpp1",3.0827145867497e-103,0.062169940784781,0.351,0.103,1.61309206180851e-98
"Cdk5",3.73087473503134e-103,0.0360244820964205,0.32,0.086,1.95225482259985e-98
"Ccdc92b",3.81481326105151e-103,0.132191841426176,0.254,0.05,1.99617733511042e-98
"Gm29543",4.73816415895743e-103,0.139508303831407,0.227,0.036,2.47933915945765e-98
