"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tmem121",7.46864069531736e-19,0.0618826721294107,0.066,0.007,3.90811561663872e-14
"Pomgnt1",7.50869520928343e-19,0.168104543598428,0.382,0.235,3.92907494216174e-14
"Crip2",8.18788253970348e-19,0.266420954773686,0.657,0.508,4.28447329655064e-14
"Cdv3",8.63869942721399e-19,-0.293648741433725,0.961,0.969,4.52037224927827e-14
"Cacna1a",8.82324253562563e-19,0.121580340965134,0.104,0.027,4.61693812161683e-14
"Fam189a1",8.92729698361367e-19,-0.185279302208298,0.056,0.145,4.67138669261552e-14
"Dlx6",8.95983857014551e-19,-0.377383277023047,0.6,0.689,4.68841472860004e-14
"Eif3f",9.05385202116098e-19,0.275193650766155,0.879,0.781,4.73760914711291e-14
"Smc3",9.06475855097004e-19,0.290343711922999,0.846,0.748,4.74331620696609e-14
"Ccdc47",9.79268011244834e-19,0.149882895920343,0.428,0.274,5.12421572244084e-14
"Gpi1",9.84946695056725e-19,-0.318909449549112,0.722,0.749,5.15393057122332e-14
"Tmem167",1.0040729630667e-18,0.22926816707345,0.683,0.547,5.25401259383913e-14
"Sox13",1.03707094412186e-18,-0.165633773993983,0.04,0.12,5.42668112930645e-14
"Vsig10",1.15584913593796e-18,-0.31516339707399,0.418,0.523,6.04821177362258e-14
"Tmem17",1.19833089497315e-18,0.135371437604738,0.25,0.132,6.27050607412602e-14
"Gm43341",1.23759878687756e-18,0.0791385493172962,0.065,0.007,6.47598317209423e-14
"Gm10762",1.39922455030266e-18,0.142163269009227,0.299,0.165,7.32172230436873e-14
"2310009B15Rik",1.41303051222294e-18,0.143239728317641,0.366,0.217,7.39396476130899e-14
"Eif3e",1.50928777163105e-18,0.233597307178783,0.759,0.614,7.89765012261379e-14
"Lamtor5",1.51940236839092e-18,0.228327890134941,0.691,0.543,7.95057677307915e-14
"Impa1",1.61529027362551e-18,0.179204112753807,0.46,0.309,8.45232941480021e-14
"Usp40",1.67128922910755e-18,-0.312943011144368,0.281,0.396,8.74535514915108e-14
"Emc10",1.67362900895819e-18,0.249658218142966,0.684,0.564,8.75759851517555e-14
"Elmo1",1.80886477667017e-18,0.17390473339094,0.128,0.042,9.46524671688199e-14
"Gm42478",1.85402603010839e-18,0.0678841799139847,0.054,0.003,9.70156200774817e-14
"Eif1b",1.90894582767966e-18,0.223449416334879,0.836,0.717,9.98894083249935e-14
"Coq10b",1.92768741398456e-18,0.145064724118973,0.316,0.182,1.0087009931157e-13
"Gm43316",1.9327214816797e-18,0.0746155500052741,0.074,0.011,1.01133516971854e-13
"Epcam",2.03228000297918e-18,-0.234525044544073,0.987,0.975,1.06343115715892e-13
"Atp5d",2.17741682558871e-18,0.220120867782434,0.92,0.858,1.13937690232581e-13
"Cngb1",2.20707746162031e-18,0.105630300588232,0.248,0.124,1.15489742334206e-13
"Smpdl3a",2.23689279074018e-18,0.132284178061117,0.151,0.058,1.17049889061061e-13
"Vdac2",2.24836903111961e-18,0.241561987371757,0.738,0.633,1.17650406291396e-13
"Ccdc39",2.38048191037699e-18,0.190111502013043,0.507,0.347,1.24563476924297e-13
"Cep83",2.4464471982252e-18,0.191811905939421,0.401,0.252,1.2801524254153e-13
"2900093K20Rik",2.61216560728371e-18,0.250283771256384,0.804,0.7,1.36686789732335e-13
"Cpt1a",2.76168683070282e-18,-0.288280553274114,0.354,0.461,1.44510786790186e-13
"Cfap100",2.82907762118288e-18,0.0873268543444976,0.175,0.071,1.48037144683637e-13
"Fam169a",2.87533658703278e-18,0.108145786127196,0.182,0.078,1.50457737589664e-13
"Fibp",2.97785161072455e-18,0.16138785228444,0.443,0.288,1.55822041234384e-13
"Tax1bp1",3.02385560173576e-18,0.224877164366992,0.907,0.844,1.58229292072027e-13
"Snhg10",3.16684330394622e-18,0.153502409563278,0.382,0.236,1.65711409565594e-13
"Pigp",3.30923925238073e-18,0.258445484321369,0.712,0.576,1.73162562359326e-13
"Rgs2",3.37906939432796e-18,-0.0779688743661426,0.009,0.064,1.76816564196999e-13
"Mapk4",3.46180378381519e-18,0.214712039428767,0.371,0.227,1.81145806595697e-13
"Tlk1",3.48878057523631e-18,0.233401817298447,0.667,0.527,1.8255742116039e-13
"Iqck",3.70755137135165e-18,0.128028410040495,0.353,0.21,1.94005040608718e-13
"Tceal1",3.88415475696993e-18,0.166763379995111,0.367,0.228,2.03246165967965e-13
"Vps28",3.98468437940841e-18,0.212416746441125,0.75,0.618,2.08506579521304e-13
"Fhod3",4.20685339174031e-18,-0.168144288378545,0.079,0.176,2.20132017429595e-13
"Hnrnpab",4.24136715424625e-18,-0.289287521984928,0.891,0.871,2.21938019080244e-13
"Cops5",4.32729179185088e-18,0.228015395425232,0.753,0.614,2.26434197592181e-13
"Cacfd1",4.35318771614585e-18,0.154012386027782,0.397,0.245,2.27789253622764e-13
"Ar",4.387135984785e-18,-0.141838359231009,0.033,0.108,2.29565664675845e-13
"2810410L24Rik",4.74054074660287e-18,-0.19739037303876,0.1,0.204,2.48058275647489e-13
"Gm44689",4.74350833192854e-18,-0.0682920481984915,0.007,0.058,2.48213560484825e-13
