"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ccdc88c",3.04427640197565e-09,0.875871348577033,0.613,0.153,0.00015929785128618
"Nfat5",3.06737762110378e-09,-0.912482396620772,0.526,0.847,0.000160506668779497
"Phlda1",3.09480140817488e-09,-0.957310028968317,0.489,0.847,0.000161941673285567
"S100a5",3.20920511817791e-09,-0.959591506977045,0.036,0.339,0.000167928076218895
"Thoc2",3.26073754096934e-09,-1.18484472565129,0.861,0.932,0.000170624613306303
"Vegfa",3.35803835614560e-09,0.736785972323598,0.467,0.017,0.000175716073062031
"Ptprf",3.60957093525365e-09,0.803150213431305,0.803,0.424,0.000188878018329018
"Clmn",3.65012651989102e-09,-0.95172609219797,0.839,0.966,0.000191000170406337
"Dcx",3.6868911511823e-09,0.848332795371614,0.876,0.559,0.000192923953267916
"Gm5617",3.74484239568772e-09,-0.685605288990838,0.321,0.763,0.000195956368039151
"Gm12704",3.78572170878428e-09,-0.338742284123272,0,0.237,0.000198095459855555
"4930597O21Rik",3.78572170878428e-09,-0.406466137552231,0,0.237,0.000198095459855555
"Ppp1r15b",3.86452536160948e-09,-0.95376658030663,0.372,0.763,0.000202219018596939
"Epb41l4a",4.03423410376375e-09,0.84459329718571,0.584,0.136,0.000211099367947646
"Plac9a",4.03812312896222e-09,-0.574506609906914,0.036,0.339,0.000211302868969206
"Jade1",4.10833753536136e-09,-0.686593280463291,0.204,0.593,0.000214976978212854
"Crlf3",4.17471655421611e-09,-0.651692402909533,0.453,0.864,0.000218450393132467
"BC064078",4.36217909757607e-09,0.880742057110234,0.453,0.017,0.000228259745638863
"Ifitm1",4.47185134078182e-09,1.04606218593435,0.664,0.237,0.00023399856510909
