"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lzts2",1.49276860278785e-26,-0.0707673858843205,0.012,0.084,7.81121026780797e-22
"Plekha7",1.54645226383134e-26,-0.214468484279961,0.111,0.293,8.09212076095026e-22
"Sec13",1.64238617343593e-26,0.506850882372196,0.701,0.616,8.59411412973817e-22
"Numa1",1.67015937302001e-26,0.518658692444193,0.711,0.535,8.73944295120179e-22
"Zfp36l2",1.91051656227755e-26,-0.135089910245306,0.061,0.202,9.99716001542974e-22
"Nsa2",1.94977506237085e-26,0.526907731292906,0.779,0.681,1.02025879688679e-21
"Rps23",1.95278263982901e-26,0.505658679927117,0.758,0.721,1.02183257194333e-21
"Sipa1l3",2.01454760229273e-26,0.408999092818909,0.432,0.181,1.05415232385172e-21
"Madd",2.02329953903399e-26,0.541933398912498,0.792,0.735,1.05873194979032e-21
"Ankrd29",2.05700435788051e-26,-0.0351522313669513,0.007,0.065,1.07636867034813e-21
"Gm48967",2.0968616305213e-26,0.347059314556096,0.374,0.116,1.09722478540288e-21
"Ndufaf7",2.1676888849932e-26,-0.247550861908468,0.361,0.612,1.13428656285039e-21
"Lrrc20",2.21615748837742e-26,-0.156917856947638,0.078,0.233,1.15964872894325e-21
"Snd1",2.27340056838478e-26,0.394976251623411,0.42,0.177,1.1896023154187e-21
"Gipc2",2.28046925617823e-26,-0.0927411866025767,0.025,0.121,1.19330114768038e-21
"Peak1",2.35869415024969e-26,-0.230744350464163,0.106,0.279,1.23423388800116e-21
"Epcam",2.41358353989852e-26,0.356575837622034,0.99,0.96,1.2629558589227e-21
"Foxm1",2.58491425413147e-26,-0.0350688490179131,0.005,0.056,1.35260808175937e-21
"Dusp8",2.71813560175435e-26,-0.42347924142187,0.599,0.8,1.42231881633e-21
"Gzma",2.74397849093641e-26,-0.0466287419609341,0.001,0.033,1.4358416249523e-21
"Ndufa9",2.76131046556928e-26,-0.309518758168964,0.442,0.688,1.44491092731844e-21
"Gm49172",2.82854031852169e-26,-0.0297092541892555,0.001,0.033,1.48009029247285e-21
"Wdfy2",2.85745230194843e-26,-0.381344766604249,0.328,0.579,1.49521906604056e-21
"Gm49614",2.89620517992864e-26,-0.103113273106428,0.017,0.1,1.51549728450126e-21
"Ptbp2",3.10610508875001e-26,-0.305483315196301,0.403,0.656,1.62533160979022e-21
"Dnajc8",3.17662629497496e-26,-0.331703481715397,0.592,0.791,1.66223324137155e-21
"Ppil6",3.26366214484996e-26,-0.136155624098527,0.067,0.212,1.70777649053564e-21
"Gm6185",3.34275306619406e-26,0.288697025023478,0.226,0.007,1.74916239694736e-21
"Gcnt7",3.39372555594513e-26,-0.372475286708325,0.171,0.365,1.77583477165941e-21
"Enoph1",3.5014609199038e-26,0.442872281588557,0.524,0.293,1.83220945555806e-21
"C2cd3",3.53656529576954e-26,-0.244051483451345,0.199,0.416,1.85057852231733e-21
"Gm48731",3.72599480631724e-26,-0.0300219946916801,0,0.026,1.94970130230162e-21
