"setA","setB","padj","pval","odds.ratio","jaccard.index","A.nCells","B.nCells","AB.intersect","A.total.counts","B.total.counts","B.avg_in.A","B.avg_in_all.B"
"Vmn2r83","Kirrel2",3.67314782917331e-07,5.58605932413045e-09,9.48805004156883,0.00387464387464387,39,8770,34,4722,91269,11.3823529411765,9.68187001140251
"Vmn2r81","Robo2",3.7108280891305e-07,5.65128887938409e-09,4.43354659419538,0.00994865211810013,72,3075,31,11815,21861,5.2258064516129,6.18276422764228
"Vmn2r17","Robo2",3.98991466521014e-07,6.08483718005904e-09,6.77720904833809,0.00711053652230123,41,3075,22,11983,21861,6,6.18276422764228
"Vmn2r3","Arhgap35",3.9933477925442e-07,6.09860240007925e-09,1.96463216604971,0.0434964450020912,678,1817,104,21546,18157,3.48076923076923,3.58613098514034
"Vmn1r203","Epha5",4.08481640442495e-07,6.25433664717759e-09,15.6152161679695,0.00386847195357834,52,12923,50,3320,128919,12.1,9.40439526425753
"Vmn2r53","Flot1",4.08481640442495e-07,6.25574215466849e-09,2.07636691558588,0.0187181790955376,259,6544,125,49358,48103,7.432,5.82029339853301
"Vmn1r70","Epha5",4.14984024517246e-07,6.36418748351879e-09,3.87277091965326,0.00765128680732669,115,12923,99,37327,128919,8.3030303030303,9.40439526425753
"Vmn1r56","Rtn4rl1",4.18614666365101e-07,6.42880825999632e-09,4.99808478458485,0.0105220558478349,66,2431,26,2507,18782,4.34615384615385,3.79596873714521
"Vmn1r191","Efna5",4.22691026028414e-07,6.50043869324743e-09,4.36303052702183,0.00637331936441418,87,11440,73,11105,102215,9.50684931506849,8.26232517482518
"Vmn1r196","Kirrel3",4.26766813252925e-07,6.57223444733561e-09,3.2246240499693,0.0163934426229508,141,2463,42,113177,19206,4.04761904761905,4.45879009338205
"Vmn2r44","Lgr4",4.53453659801949e-07,6.99289893581543e-09,4.6027219321673,0.0288808664259928,187,668,24,11469,8194,3.75,3.68712574850299
"Vmn2r73","Plxnd1",4.55907796209236e-07,7.04048307615186e-09,18.9548973313638,0.0289389067524116,46,274,9,7610,3602,3.66666666666667,3.48175182481752
"Olfr124","Lgr4",4.67642495078603e-07,7.23168794986775e-09,5.5614369776595,0.0256410256410256,132,668,20,19556,8194,3.4,3.68712574850299
"Vmn2r30","Efnb1",4.85350274326842e-07,7.51589023211074e-09,12.384944031718,0.0341614906832298,243,90,11,30393,1660,3.72727272727273,3.42222222222222
"Vmn2r79","Pcdh17",4.86362253569345e-07,7.54194959398831e-09,3.75651878353002,0.00899517332163229,81,4518,41,17909,38263,6.34146341463415,6.78198317839752
"Vmn2r44","Nptn",5.03553638639727e-07,7.8192894888949e-09,2.38854801767789,0.0127021931130297,187,10018,128,11469,72730,7.171875,6.32251946496307
"Vmn1r61","Cntn1",5.21983041703968e-07,8.11661442950338e-09,1.92119401706264,0.0292230933713471,405,3927,123,73520,28342,4.51219512195122,4.18487394957983
"Vmn2r5","Ece1",5.25204601042466e-07,8.17792631381002e-09,3.47593415951798,0.0090856369611444,89,5131,47,3689,34433,5,4.35646072890275
"Vmn1r185","B3gnt2",5.25846893718193e-07,8.22162258536711e-09,3.83975715052708,0.0138422818791946,103,2314,33,28040,18628,3.90909090909091,3.78910976663786
"Olfr1509","Ece1",5.25846893718193e-07,8.21848451453902e-09,46.4169824371937,0.0029228371005456,16,5131,15,1152,34433,6.13333333333333,4.35646072890275
"Vmn2r129","Pcdh17",5.25846893718193e-07,8.20951140258222e-09,5.22831322458902,0.00660938532716457,51,4518,30,5073,38263,7.93333333333333,6.78198317839752
