"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Epb41",5.32218501949275e-10,-1.20015985392598,0.768,0.956,2.78493975514997e-05
"Col18a1",5.37082890712682e-10,-0.581011557501995,0,0.467,2.81039364223225e-05
"Tppp3",5.99478767437383e-10,1.53675153744111,0.609,0.022,3.13689254636959e-05
"Clmp",6.1621033012532e-10,1.26869450640925,0.696,0.111,3.22444379444676e-05
"Arl14epl",6.31304355847737e-10,-1.5797334573845,0.377,0.844,3.30342630284446e-05
"Misp",6.80320969642544e-10,0.915437584618349,0.609,0.022,3.55991553784854e-05
"Eef2",7.16647216232126e-10,-0.595686149660605,0.957,1,3.74999988837785e-05
"Ncl",8.00000284295275e-10,0.868916141478488,1,1,4.18616148763188e-05
"Fam169b",8.00522125916633e-10,-0.558398098699667,0.087,0.622,4.18889212828396e-05
"Gm10631",8.73742277585026e-10,-1.56489326150279,0.652,0.978,4.57203121591916e-05
"Tshz1",8.86037609185027e-10,-1.21704064642309,0.783,1,4.63636899758249e-05
"Trim66",9.19272465118364e-10,-0.996619776561936,0.319,0.844,4.81027702822486e-05
"Cdk1",9.49202676256935e-10,1.04245601388013,0.58,0,4.96689284404966e-05
"Med12l",1.00863263172609e-09,-1.32616199119369,0.232,0.733,5.27787197203313e-05
"Tuba1b",1.02319928722621e-09,1.17996339629036,0.768,0.222,5.3540949102686e-05
"Gpr171",1.02512936888095e-09,-0.778788906678677,0.043,0.533,5.36419444854336e-05
"E2f7",1.03548616122881e-09,1.36714236213075,0.638,0.067,5.418388435862e-05
"Zfas1",1.19330067499369e-09,-1.04036910501952,0.565,0.911,6.24418444203946e-05
"Fbxo32",1.24289470080447e-09,-1.15620603379512,0.478,0.911,6.50369510089953e-05
"H2aw",1.27089475909834e-09,-0.918822580415652,0.536,0.933,6.65021100593387e-05
"Platr14",1.29161836126843e-09,-0.710420133776161,0.058,0.556,6.7586513990093e-05
"Nrp2",1.30699436354604e-09,-1.68664068136887,0.261,0.778,6.83910940612735e-05
"Eci2",1.37811823093807e-09,-0.782105987009812,0.493,0.956,7.21127926702966e-05
"Arfgef3",1.40675790782115e-09,1.39887671889487,0.797,0.378,7.36114210425573e-05
"Cmtm4",1.48607407081229e-09,-0.843423138840709,0.435,0.889,7.77617979033946e-05
"Ehf",1.63988604596565e-09,-0.546956108869668,0,0.444,8.58103171272443e-05
"5730403I07Rik",1.64590337224564e-09,-0.832150383576101,0.116,0.667,8.61251857594975e-05
"Nav3",1.83954472491351e-09,1.16312420117118,0.565,0,9.62578568205492e-05
"Jun",2.01150028228635e-09,-1.07009996866896,0.667,0.956,0.000105255775271198
"Rimklb",2.0154028740405e-09,-0.565961045942635,0.043,0.533,0.000105459986189917
"Tex264",2.08533157907405e-09,-1.26437429030631,0.623,0.911,0.000109119145538208
"Ifi27",2.55191815674531e-09,1.81413802302455,0.667,0.133,0.000133534221388012
"Krt7",3.18478807883715e-09,1.52073755136045,0.638,0.111,0.000166650405801311
"Neurod1",3.60217803150725e-09,1.12538476617912,1,0.933,0.00018849116985468
"Mycl",3.70890230698374e-09,1.43237006226231,0.899,0.689,0.000194075731017538
"Cd151",3.72649084238916e-09,1.03225054524022,0.681,0.156,0.000194996086309698
"Rhoq",3.75611327935764e-09,-0.707301132344334,0.232,0.756,0.000196546139568947
"Hdac5",3.92325654107053e-09,-0.692023360120735,0.304,0.8,0.000205292245024598
